Row,Unit,Module,Question,Explanation,Problem Name,Step Name,Input
67065,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,living things that cannot make there own food must eat other organisms for food
7082,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,"Without trees providing oxygen to humans, they wouldn't have the oxygen to breathe."
26032,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,we depend on animals and plants for a food source and energy source.
5620,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,They all depend on their environment to supply them with food to survive.
61209,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,If humans don't have animals as a source of food they couldn't eat.
75488,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Humans need food nutrients from other species within the ecosystem to stay alive
41596,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,WE as humans breathe oxygen then breathe out Co2 to help plants grow
78042,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,when you get sick and you have to rest to get better
90229,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,"Humans need oxygen from plants, plants need carbon dioxide exhaled from humans."
27274,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,humans rely on species like  fish as food and  for  other comedies
55280,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,if the plants don't release oxygen then humans will not have air
53407,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Humans help keep populations down in animals by having controlled hunting seasons
49590,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,some animals have to eat plants in order to get their energy.
25225,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,"The same thing with brain cells, animals are no different from us."
27576,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,no living organisms can exist in complete isolation from each other
29955,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,humans depend on other species and other species depend on us
12584,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Humans usually depend on some animals as a source of food
52949,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,flowers giving of co2 for us and trees as well
6852,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,humans rely of animals for food and plants for oxygen.
58315,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,All organisms depend on each other to function properly.
21433,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,organisms in the ecosystem are dependent upon each other
83712,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,"Humans abusing the ecosystems, that other species live in."
40922,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Fish feeding on Algae to survive in their environment
15215,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,we depend on water and trees to survive.
69524,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,depends on each other for survival and growth
34958,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Humans depend on other animals for food.
65387,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Some pets depend on humans for survival.
36239,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,humman depend on bacteria on our skin
37081,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,human hunt other species for food
44914,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Both play unique and essential roles.
79857,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,we eat plants and animals
15984,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,They rely on each other.
3657,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,Our cells both generate.
148481,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,produce food and oxygen
85078,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,When we go fishing
5070,_u800_Bio_Intro,_m1-1_Themes,Identify and briefly explain an example of interdependence between humans and other species in an ecosystem.,"Once again, there are lots of possible answers. We humans are dependent on algae and plants that produce food and oxygen gas, animals we harvest as food, and decomposers that get rid of wastes. They, in turn, may be dependent on us for cultivation (in the case of crop plants), protection, or a supply of food (the helpful bacteria in our sewage treatment plants would starve without us!). You probably came up with your own answer. Did the answer specifically describe how humans depend on the other species AND how the other species depends on us? If so, you’ve got a good grasp of interdependence.",u1_themes_interdependence_DIGT,q2_A UpdateShortAnswer,humans and fish
78750,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na+. The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl- The water molecules surround each ion and disrupt the ionic bonds in this way."
32244,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,"when placed in water, the ions are attracted to the water molecules, each of which carries a polar charge. if the force between the ions and the water molecules is strong enough to break the bonds to break between the ions, the compound dissolves. the ions dissociate and disperse in solution, each ringed by water molecules to prevent reattachment."
11715,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,"Ionic compounds dissolve in water because the hydrogen and oxygen atoms in the H2O molecules have partial charges that attract the ions in the solid compound, causing it to dissociate into separated ions. Differences in electronegativity account for the partial positive charge carried by water's hydrogen atoms and the partial negative charge of its oxygen atoms."
14338,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,"To dissolve an Ionic compound, the water must be able to stabilize the ions that result from breaking the ionic bond. This happens when the ions are hydrated. Also, water is a polar molecule. When you place an ionic substance in water, the water molecules attract positive and negative ions."
45144,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,Ionic compounds dissolve in water if the energy given off when the ions interact with water molecules compensates for the energy needed to break the ionic bonds in the solid and the energy required to separate the water molecules so that the ions can be inserted into solution.
82166,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,"The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl- The water molecules surround each ion and disrupt the ionic bonds in this way."
7303,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na+. The negatively charged Cl is also surrounded by water molecules.
27765,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,I think water can separate ions and break ionic bonds because ions are attached to water molecules which causes the ions to separate and break ionic bonds.
72540,_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",biochem_bonding_saltwater_submit_DIGT,q1_a1 UpdateShortAnswer,i think water can separate ions and break ionic bond because when they are placed in the water the ions are attracted to the water molecules
