Row,Unit,Module,Question,Explanation,Problem Name,Step Name,Input,Input Length,Average Input Length,Num_Step_per_Problem
37089,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,causes a health problem by doing experiments on mice that wouldn‚Äôt be possible with people.,15,19.64705882,2
24821,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,The research done on the mice will closely associate with humans as in results.,14,19.64705882,2
83790,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Mice have some of the same organs and bone structure as most humans do.,14,19.64705882,2
23075,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,They are used because they have similar functions and disfunctions as a human.,13,19.64705882,2
85085,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Because they are easy to use and in someways similar to the human,13,19.64705882,2
71745,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,"Rats and humans have the same physiology, similar organs, and similar body plans.",13,19.64705882,2
60046,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,"Because of the similarities, they go through certain things like humans.",11,19.64705882,2
25231,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Because mice are the closest things to having a humans organisms,11,19.64705882,2
34964,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Because they may share some of the same responses as humans.,11,19.64705882,2
21440,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,because they develop things that the human species can relate too,11,19.64705882,2
40926,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Rats and mice may have the same neurological reactions as humans,11,19.64705882,2
5627,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,You can see how they react towards certain drugs.,9,19.64705882,2
90235,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Because scientists believe they have evolved from being humans,9,19.64705882,2
25751,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,because they have the same functions as humans,8,19.64705882,2
5075,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,their bodies are the closest to human results.,8,19.64705882,2
36244,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,because mice and humans have a common ancestry,8,19.64705882,2
96214,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,The research could help cure sickness and diseases,8,19.64705882,2
14140,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Mats and rice are similar to humans.,7,19.64705882,2
27278,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,mice have  genetic quality's similar to humans,7,19.64705882,2
15988,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Animals have some relatable developments as humans.,7,19.64705882,2
75493,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,We share a similar digestive system,6,19.64705882,2
75650,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Mice share similar attributes as humans,6,19.64705882,2
26037,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,they have a similar genetic structure,6,19.64705882,2
52956,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,because they ususally have human charestics,6,19.64705882,2
38373,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,Because they contain DNA like humans,6,19.64705882,2
56977,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,We contain the same functions,5,19.64705882,2
15220,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,their genetics closely resembles humans,5,19.64705882,2
69532,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,It has human like qualities,5,19.64705882,2
14897,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,they are quit similar,4,19.64705882,2
27591,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,i'm not sure,3,19.64705882,2
63183,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,shared ancestry,2,19.64705882,2
8988,_u800_Bio_Intro,_m1-1_Themes,"Scientists turn to model organisms — species that are easy to keep in the lab and have been studied extensively — and use them as study subjects. Rats and mice, for example, are key to medical research. Dozens of mouse and rat strains have been specifically maintained as research subjects because they reliably develop problems like obesity, diabetes, or behavioral disorders such as addiction. How could research on mice or rats help answer our medical research questions — questions that are, after all, about humans?","We can test out medicines, for example, by giving them to diabetic mice. Or we can figure out what causes a health problem by doing experiments on mice that wouldn’t be possible with people. Such research is useful because mice and people are related by ancestry. We have similar organs, cells, and molecules. Something we learn in mice might apply directly to people, or it might at least point us in the right direction for further study. To learn more: Genetic Science Learning Center",u1_themes_evolution_LBD,q2_a2 UpdateShortAnswer,test medicines,2,19.64705882,2
84218,_u800_Bio_Intro,_m1_intro-to-biology,Are viruses alive? Explain why you think viruses are alive or not.,"Viruses lack some of the characteristics of life. For example, they do not directly use raw materials to replicate, and they don’t grow at all. They also are not composed of cells. Because there are some characteristics of life they don’t possess, viruses are generally not considered to be alive.",inline_bio_intro_virus_abiotic_DIGT,q1_are_viruses_alive_A UpdateShortAnswer,i do not think viruses are alive because they have some of the qualities to be alive but not all of them exactly. A virus doesn't use the energy or do any work itself it has a host cell that does all the wok and uses their energy and all the virus does is attach on like a leech.,59,19.56497175,1
48957,_u800_Bio_Intro,_m1_intro-to-biology,Are viruses alive? Explain why you think viruses are alive or not.,"Viruses lack some of the characteristics of life. For example, they do not directly use raw materials to replicate, and they don’t grow at all. They also are not composed of cells. Because there are some characteristics of life they don’t possess, viruses are generally not considered to be alive.",inline_bio_intro_virus_abiotic_DIGT,q1_are_viruses_alive_A UpdateShortAnswer,"I would have to say no to viruses being alive because they can grow or evolve with infecting a cell.They use a host cell to reproduce, but I do see why it's hard to determine whether it's living or not. Something that is continually evolving and infecting organisms could easily be confused with being alive.",55,19.56497175,1
33979,_u800_Bio_Intro,_m1_intro-to-biology,Are viruses alive? Explain why you think viruses are alive or not.,"Viruses lack some of the characteristics of life. For example, they do not directly use raw materials to replicate, and they don’t grow at all. They also are not composed of cells. Because there are some characteristics of life they don’t possess, viruses are generally not considered to be alive.",inline_bio_intro_virus_abiotic_DIGT,q1_are_viruses_alive_A UpdateShortAnswer,"I think viruses are alive because while they do not use energy to grow and reproduce, DNA and a host cell helps them complete those two objectives. By the five characteristics of living at the beginning of this chapter, viruses approach life differently but complete much of the same goals as a living thing.",54,19.56497175,1
95413,_u800_Bio_Intro,_m1_intro-to-biology,Are viruses alive? Explain why you think viruses are alive or not.,"Viruses lack some of the characteristics of life. For example, they do not directly use raw materials to replicate, and they don’t grow at all. They also are not composed of cells. Because there are some characteristics of life they don’t possess, viruses are generally not considered to be alive.",inline_bio_intro_virus_abiotic_DIGT,q1_are_viruses_alive_A UpdateShortAnswer,"No, Although viruses do have a boundary between themselves and the environment, this boundary is a protein layer for many viruses. For those viruses with a membrane, they lack other features found inside cells. Therefore, they do not qualify as cells. Which means they do not qualify as life.",49,19.56497175,1
